framenr,kanji,keyword,public,last_edited,story
2194,璽,"imperial seal",0,2017-10-13 19:19:07,"The imperial seal has a secret, when you lift up the main jewel that is used to seal things, a small music box with the surgeon from {爾} starts singing the song Let it be"
2195,潟,"lagoon",0,2017-10-13 19:26:19,"The witch uses that lagoon as a mortar and she also uses that mortar with some water and some flames to throw her bound up victims into a caludron"
2196,丹,"cinnabar",0,2017-10-13 19:29:07,"The japanese use the rusty old boat as a raw material for the cinnabar colors they use in the seals. Note how the poor rusty boat is missing the gunwale and the back part."
2197,丑,"sign of the cow",0,2017-10-13 19:34:05,"The cow was happily laying down her sign on the ground when she was suddenly threatened by two daggers. She instantly fled so there is actually no sign of the cow."
2198,羞,"humiliate",0,2017-10-13 19:38:16,"It's humiliating how long it took me to do RtK, but in my defense I was caught for 6 months in a woolen sweater with the sign of the cow printed on it, and couldn't find the neck hole."
2199,卯,"sign of the hare",0,2017-10-10 20:12:50,"What can possible be the best sign of the hare but the two big ears"
2200,巳,"sign of the snake",1,2018-12-13 23:21:53,"~The sign of the snake doesn't exist. It just 巳vaporated!!!~
~Snake? SNAKE?! SNAAAAAKEEEEEE! Game Over. The 巳nd!~
~Andresito's story~

7:40:45 Viernes Octubre 13 2017 en la Mediateca.
1 年 4 か月12 日.
Este viaje me ha ensenado a ser mas creativo, a ver las cosas de manera distinta y sobre todo a saber que no existe montaña que no pueda ser escalada con perseverancia y disciplina

Agradezco a todos por sus historias, en especial KameDemak y a Fabrice por haber creado este maravilloso sitio.
みんなさん　ありがとう"
2207,檎,"apple",0,2017-12-05 17:14:07,"Sheik uses an umbrella to poke at the apple tree."
2210,麟,"camelopard",0,2017-12-05 17:20:10,"A camelopard was a mythical creature that stood as a neighbor to the deer in the taxonomic tree"
2232,尤,"understandably",0,2017-09-14 18:49:42,"The chihuahua with a human leg is understandably traumatized from all the experiments he was put through and his desire for death is also understandably justified."
2234,或,"a  (a certain)/guile{p}",0,2017-10-20 19:07:04,"A certain man has the power to put his mouth to the ground and suck all the ingredients for a perfect fiesta"
2236,也,"classical to be/scorpion{p}",0,2017-10-31 18:46:26,"TO BE or not TO BE cries the SCORPION, before stinging itself with its tail."
2237,巴,"comma-design/ともえ/rubik's cube",0,2017-10-12 20:01:38,"Pictograph"
2271,剃,"shave/そ.る",0,2018-01-09 17:33:27,"Instead of teaching my younger brother to shave with a razor, my dad taught him first to shave with a sabre."
2280,喋,"chat",0,2017-10-30 03:41:28,"Tarzan had a primitive way of chatting in which he climbed into a tree and started putting his mouth to a small cellphone that he used to chat with other gorillas."
2281,嘩,"quarrel",0,2018-01-09 17:25:20,"Eventually, the splendor of all blossoming civilization is ruined by the rotten mouth that generates quarrels"
2283,咳,"cough",0,2018-01-11 20:37:15,"Coughing is caused by the small acorns that grow inside your throat (mouth)
CONFUSED WITH MOUTH AND REASON"
2284,喧,"clamor",0,2018-01-09 17:23:38,"The crowd's clamor could be heard coming from the giant mouth that was used as a megaphone for the proclaims of the offended."
2285,叩,"bash/たた.く",0,2018-01-09 17:30:41,"As punishment for peeing in the carpet, I bashed my child's rear. To get my point through, each time that I'd hit him, I took some stamps to my mouth and slapped his buttcheeks with them."
2286,嘘,"fib/うそ",0,2017-11-06 16:02:22,"うそ = Something void of truth coming from your mouth."
2314,姪,"niece",0,2018-01-09 17:13:35,"The Romans knew that the best woman to make you climax was the niece."
2319,嬉,"overjoyed",0,2018-01-12 19:40:56,"The woman was overjoyed to have gotten the role of the mezzosoprano but she didnt like the part about using her body as a resonance chamber of a taiko
CONFUSED WITH THE ELEMENT WITHOUT WOMAN. GET THOSE IN ORDER"
2329,屁,"fart",0,2017-10-30 15:22:52,"Since my farts compare to the smell of corpses, they get flagged by many international associations as a potential bioweapon."
2332,屍,"corpse",0,2017-10-30 15:29:37,"After war, Death puts flags over the dead so she can distinguish between the corpses and the unconcious."
2343,庇,"overhang/shelter",0,2017-09-20 16:55:07,"The two girls entered the cave looking for shelter. They would overhang their hands occasionally out of the cave to see if it was safe to come out of the cave. Then they found the pokemon shelter item inside of the cave. Unluckily for them, it fitted only one person so they had to share. They got frisky then, comparing breast size."
2397,汝,"thou",0,2018-01-12 19:46:20,"One of the modern commandments: ""Thou shalt not imagine wet women, dripping in their bathing suits""
CONFUSED WITH SCORPIONPRIMITIVE"
2419,濡,"drench",0,2018-01-09 20:41:31,"The potato fiel was tired of waiting for it to be watered so it took legal action against the farmer and demanded water. It won the case and so was drenched with water."
2454,蕎,"buckwheat",0,2017-12-21 03:50:01,"The pope's a magician. First he pulled out some flowers out of nowhere, then he transformed them into buckwheat and finally he made some soba noodles with them"
2456,茄,"eggplant",0,2018-01-09 17:36:21,"The elders knew the secret technique to tranform an eggplant into and endless pocket. You could just add anything to it and the eggplant would hold it."
2497,逢,"tryst/date",0,2018-01-09 17:44:21,"A kinky date is where you go out the road to specifically use your stinger on somebody"
2511,愈,"in the nick of time",0,2017-10-13 18:55:05,"The last butcher to arrive to the meeting of butchers was late. Since the car and the mouth had already been taken, he decided to use his cleavers as wheels and spin to the tent. he arrived in the nick of time to get into the heart splitting ceremony."
2518,旱,"dry weather",0,2017-12-13 17:53:34,"This kanji is really popular in the JPLT 5"
2526,昏,"dusk",0,2017-08-17 15:47:25,"At dusk every day I go out in one of those airplanes that leaves a vapour trail and write my *family name* just above the setting *sun*. (I have to wait until dusk so that the sun is low enough in the sky)"
2622,痒,"itch",0,2017-12-23 06:08:46,"An itch is the illness you get from the wool that comes from sheep"
2671,襖,"sliding door",0,2017-12-07 20:35:24,"Before you open the sliding door to the *core* of the nuclear reactor, you'd better put on your anti-radioactivity *cloak*."
2695,糞,"shit/くそ",0,2017-10-31 18:29:49,"Noah didnt know the in's and out's of shopping on the internet so he fell for a scam that said: ""Trading uncommon Magic Card for 3 grains of rice"".
He inmediately sent them by mail, but the only thing he got was a box that was full of shit"
2748,訊,"ask/query/聞く(Alt.)",0,2018-01-21 01:22:17,"When you ask for something out of someone, you throw a fishhook with a needle into the persons throat and get some bloody words out by pulling hard."
2757,諜,"secret agent",0,2018-01-11 20:58:17,"When Tarzan was brought to the United States, the Russies had already won. Tarzan a secret agent whose purpose was to assasinate the most wanted targets in the US with a word sword.
DIDNT REMEMBER THE WORDS"
2766,貰,"get",0,2017-10-25 20:42:58,"Once the past generation is dead, the remaining ones get all of the money that was before them. This makes some people prone to killing past generations to get the money"
